iter	Passed	Remaining
530	112570	137586
531	112714	137291
532	112889	137035
533	113070	136785
534	113236	136518
535	113416	136268
536	113548	135961
537	113703	135683
538	113871	135420
539	114045	135164
540	114194	134880
541	114343	134595
542	114512	134336
543	114664	134056
544	114810	133770
545	114984	133516
546	115147	133251
547	115327	133006
548	115497	132748
549	115641	132461
550	115803	132197
551	115953	131918
552	116118	131657
553	116289	131402
554	116449	131136
555	116621	130884
556	116768	130604
557	116942	130355
558	117090	130077
559	117254	129817
560	117426	129567
561	117583	129299
562	117731	129023
563	117911	128783
564	118083	128533
565	118255	128283
566	118415	128022
567	118569	127754
568	118738	127502
569	118909	127254
570	119084	127009
571	119223	126727
572	119395	126480
573	119571	126237
574	119729	125976
575	119906	125734
576	120078	125489
577	120251	125244
578	120401	124976
579	120548	124705
580	120695	124434
581	120867	124190
582	121018	123924
583	121183	123673
584	121358	123432
585	121484	123142
586	121643	122887
587	121810	122639
588	121982	122396
589	122142	122142
590	122323	121909
591	122504	121677
592	122669	121428
593	122842	121188
594	122969	120903
595	123125	120646
596	123284	120393
597	123459	120155
598	123627	119912
599	123794	119668
600	123946	119409
601	124111	119163
602	124280	118921
603	124434	118666
604	124606	118427
605	124752	118164
606	124928	117930
607	125084	117678
608	125254	117439
609	125430	117205
610	125602	116968
611	125765	116723
612	125935	116485
613	126088	116230
614	126245	115981
615	126398	115728
616	126528	115454
617	126681	115202
618	126836	114952
619	126981	114693
620	127104	114414
621	127273	114177
622	127445	113944
623	127612	113705
624	127780	113468
625	127893	113184
626	128106	112987
627	128298	112771
628	128470	112539
629	128666	112327
630	128870	112123
631	129048	111896
632	129212	111657
633	129356	111401
634	129524	111166
635	129693	110932
636	129865	110701
637	130017	110453
638	130177	110212
639	130325	109962
640	130507	109740
641	130663	109496
642	130837	109268
643	131000	109031
644	131171	108801
645	131314	108548
646	131442	108282
647	131602	108044
648	131761	107804
649	131932	107575
650	132104	107347
651	132255	107102
652	132407	106858
653	132580	106631
654	132730	106386
655	132878	106141
656	133025	105893
657	133182	105655
658	133345	105422
659	133530	105205
660	133686	104967
661	133839	104726
662	133987	104481
663	134133	104236
664	134288	103997
665	134383	103713
666	134564	103495
667	134699	103242
668	134861	103010
669	135022	102778
670	135191	102552
671	135339	102309
672	135495	102074
673	135673	101855
674	135834	101624
675	135988	101388
676	136159	101164
677	136308	100924
678	136470	100694
679	136612	100450
680	136784	100228
681	136930	99987
682	137087	99754
683	137239	99518
684	137389	99281
685	137529	99037
686	137701	98816
687	137880	98600
688	138076	98396
689	138219	98156
690	138344	97902
691	138464	97645
692	138607	97405
693	138747	97163
694	138914	96940
695	138988	96653
696	139164	96436
697	139335	96217
698	139491	95987
699	139670	95773
700	139817	95538
701	139969	95307
702	140120	95074
703	140269	94841
704	140434	94619
705	140596	94395
706	140738	94157
707	140880	93920
708	141049	93701
709	141234	93493
710	141409	93278
711	141566	93051
712	141728	92829
713	141901	92613
714	142064	92391
715	142237	92176
716	142369	91934
717	142524	91707
718	142660	91469
719	142813	91241
720	142983	91025
721	143152	90808
722	143322	90592
723	143468	90361
724	143614	90130
725	143776	89909
726	143929	89683
727	144073	89452
728	144248	89240
729	144415	89023
730	144571	88799
731	144718	88570
732	144889	88357
733	145067	88147
734	145237	87932
735	145395	87711
736	145573	87501
737	145743	87288
738	145899	87065
739	146056	86844
740	146213	86623
741	146367	86400
742	146537	86186
743	146658	85945
744	146826	85730
745	146993	85516
746	147148	85294
747	147326	85087
748	147495	84873
749	147642	84648
750	147814	84437
751	147967	84215
752	148112	83989
753	148271	83771
754	148355	83511
755	148518	83295
756	148698	83090
757	148852	82870
758	149026	82661
759	149163	82432
760	149344	82228
761	149494	82006
762	149643	81784
763	149818	81576
764	149998	81371
765	150155	81154
766	150319	80941
767	150502	80738
768	150653	80518
769	150809	80301
770	150951	80076
771	151126	79869
772	151294	79659
773	151467	79452
774	151621	79234
775	151795	79027
776	151935	78803
777	152110	78597
778	152276	78386
779	152416	78162
780	152582	77951
781	152744	77739
782	152917	77532
783	153070	77316
784	153220	77097
785	153360	76875
786	153538	76671
787	153714	76467
788	153866	76250
789	153994	76022
790	154136	75801
791	154308	75595
792	154479	75389
793	154643	75179
794	154811	74971
795	154979	74764
796	155158	74561
797	155295	74339
798	155467	74134
799	155606	73912
800	155758	73698
801	155919	73488
802	156070	73273
803	156245	73070
804	156414	72863
805	156576	72654
806	156747	72449
807	156856	72216
808	157052	72023
809	157452	71922
810	157634	71722
811	157835	71531
812	157992	71320
813	158165	71116
814	158308	70898
815	158470	70690
816	158634	70482
817	158818	70284
818	158981	70076
819	159158	69874
820	159339	69674
821	159523	69476
822	159677	69264
823	159834	69054
824	159979	68839
825	160143	68632
826	160250	68402
827	160375	68178
828	160530	67968
829	160682	67757
830	160846	67551
831	161027	67352
832	161191	67146
833	161379	66951
834	161552	66749
835	161666	66522
836	161827	66316
837	161983	66107
838	162156	65906
839	162264	65678
840	162448	65481
841	162629	65283
842	162805	65083
843	162964	64876
844	163132	64673
845	163281	64463
846	163433	64254
847	163586	64045
848	163758	63844
849	163933	63644
850	164112	63446
851	164275	63242
852	164446	63040
853	164603	62834
854	164752	62625
855	164922	62424
856	165063	62211
857	165197	61997
858	165371	61797
859	165536	61595
860	165704	61393
861	165867	61190
862	166026	60985
863	166167	60774
864	166317	60566
865	166474	60361
866	166615	60150
867	166793	59953
868	166954	59749
869	167156	59561
870	167344	59367
871	167512	59167
872	167694	58971
873	167853	58768
874	168013	58564
875	168190	58367
876	168359	58167
877	168528	57967
878	168700	57768
879	168836	57557
880	169011	57360
881	169169	57157
882	169315	56949
883	169442	56736
884	169620	56540
885	169783	56338
886	169945	56137
887	170094	55931
888	170245	55727
889	170403	55524
890	170573	55326
891	170744	55128
892	170903	54926
893	171070	54727
894	171235	54527
895	171381	54321
896	171520	54114
897	171711	53922
898	171886	53726
899	172037	53522
900	172206	53324
901	172326	53111
902	172458	52902
903	172611	52700
904	172774	52500
905	172937	52301
906	173093	52099
907	173254	51899
908	173414	51700
909	173539	51489
910	173707	51292
911	173890	51099
912	174053	50900
913	174210	50700
914	174376	50502
915	174535	50302
916	174689	50101
917	174845	49901
918	175018	49706
919	175194	49511
920	175332	49306
921	175491	49107
922	175645	48906
923	175813	48710
924	175989	48516
925	176147	48316
926	176335	48126
927	176507	47930
928	176674	47734
929	176840	47537
930	176991	47337
931	177162	47142
932	177290	46935
933	177459	46739
934	177622	46542
935	177785	46345
936	177943	46147
937	178118	45953
938	178280	45756
939	178430	45556
940	178578	45356
941	178755	45163
942	178944	44973
943	179093	44773
944	179256	44577
945	179435	44384
946	179566	44180
947	179746	43988
948	179915	43793
949	180066	43595
950	180241	43401
951	180428	43211
952	180590	43015
953	180758	42821
954	180908	42622
955	181095	42432
956	181250	42234
957	181413	42039
958	181573	41843
959	181717	41643
960	181881	41448
961	182032	41250
962	182176	41051
963	182291	40845
964	182410	40640
965	182581	40447
966	182742	40252
967	182894	40055
968	183054	39860
969	183235	39669
970	183392	39473
971	183535	39275
972	183691	39079
973	183839	38881
974	184016	38690
975	184175	38495
976	184331	38300
977	184492	38105
978	184668	37914
979	184802	37714
980	184964	37520
981	185133	37328
982	185300	37135
983	185462	36941
984	185613	36745
985	185774	36552
986	185907	36352
987	186082	36161
988	186257	35970
989	186416	35776
990	186566	35581
991	186724	35387
992	186901	35196
993	187034	34998
994	187212	34808
995	187380	34616
996	187490	34414
997	187651	34221
998	187804	34026
999	187940	33829
1000	188076	33632
1001	188250	33441
1002	188378	33243
1003	188538	33050
1004	188702	32858
1005	188829	32660
1006	188951	32461
1007	189069	32261
1008	189230	32069
1009	189407	31880
1010	189559	31687
1011	189704	31492
1012	189835	31295
1013	190001	31104
1014	190170	30914
1015	190325	30721
1016	190506	30533
1017	190650	30339
1018	190793	30145
1019	190939	29951
1020	191139	29766
1021	191311	29576
1022	191488	29387
1023	191635	29194
1024	191793	29002
1025	191941	28809
1026	192092	28617
1027	192261	28427
1028	192440	28239
1029	192585	28046
1030	192747	27855
1031	192889	27662
1032	193026	27468
1033	193196	27279
1034	193342	27086
1035	193484	26893
1036	193636	26702
1037	193805	26512
1038	193954	26321
1039	194127	26132
1040	194278	25941
1041	194450	25752
1042	194606	25561
1043	194766	25371
1044	194945	25184
1045	195131	24997
1046	195258	24803
1047	195400	24611
1048	195575	24423
1049	195741	24234
1050	195892	24043
1051	196008	23848
1052	196161	23658
1053	196327	23469
1054	196516	23283
1055	196669	23093
1056	196808	22902
1057	196971	22713
1058	197056	22515
1059	197221	22326
1060	197385	22138
1061	197558	21950
1062	197692	21759
1063	197858	21570
1064	198030	21383
1065	198144	21189
1066	198305	21001
1067	198481	20814
1068	198638	20625
1069	198796	20437
1070	198975	20250
1071	199089	20057
1072	199221	19866
1073	199384	19678
1074	199546	19490
1075	199676	19299
1076	199835	19111
1077	200000	18924
1078	200123	18732
1079	200238	18540
1080	200407	18353
1081	200552	18164
1082	200673	17973
1083	200809	17783
1084	200930	17593
1085	201086	17405
1086	201259	17219
1087	201401	17030
1088	201573	16844
1089	201750	16658
1090	201899	16470
1091	202055	16282
1092	202225	16096
1093	202366	15908
1094	202544	15722
1095	202727	15537
1096	202878	15349
1097	203040	15163
1098	203186	14975
1099	203365	14790
1100	203541	14604
1101	203696	14417
1102	203869	14232
1103	203988	14042
1104	204134	13855
1105	204298	13669
1106	204454	13482
1107	204613	13296
1108	204784	13110
1109	204907	12922
1110	205049	12734
1111	205148	12545
1112	205281	12357
1113	205411	12169
1114	205588	11984
1115	205745	11799
1116	205916	11613
1117	206088	11428
1118	206228	11242
1119	206382	11056
1120	206530	10870
1121	206690	10684
1122	206854	10499
1123	207005	10313
1124	207153	10127
1125	207307	9941
1126	207487	9757
1127	207652	9572
1128	207824	9388
1129	207998	9203
1130	208159	9018
1131	208274	8831
1132	208417	8645
1133	208586	8461
1134	208728	8275
1135	208906	8091
1136	209068	7906
1137	209203	7721
1138	209316	7534
1139	209429	7348
1140	209562	7162
1141	209708	6978
1142	209840	6792
1143	209967	6607
1144	210083	6421
1145	210209	6236
1146	210350	6051
1147	210462	5866
1148	210583	5681
1149	210724	5497
1150	210826	5311
1151	210940	5127
1152	211054	4942
1153	211181	4757
1154	211294	4573
1155	211422	4389
1156	211541	4205
1157	211669	4021
1158	211755	3836
1159	211874	3653
1160	212013	3469
1161	212143	3286
1162	212282	3103
1163	212425	2919
1164	212557	2736
1165	212683	2553
1166	212773	2370
1167	212909	2187
1168	213028	2004
1169	213155	1821
1170	213240	1638
1171	213368	1456
1172	213492	1274
1173	213602	1091
1174	213702	909
1175	213827	727
1176	213951	545
1177	214088	363
1178	214199	181
1179	214332	0
