iter	Passed	Remaining
865	44779	12099
866	44830	12047
867	44873	11993
868	44925	11942
869	44970	11888
870	45019	11836
871	45060	11781
872	45099	11726
873	45147	11674
874	45187	11619
875	45235	11566
876	45283	11514
877	45324	11460
878	45363	11405
879	45407	11351
880	45454	11299
881	45506	11247
882	45552	11194
883	45609	11144
884	45659	11092
885	45698	11037
886	45749	10985
887	45803	10935
888	45851	10882
889	45891	10828
890	45931	10773
891	45971	10719
892	46012	10665
893	46052	10611
894	46093	10557
895	46141	10505
896	46187	10452
897	46231	10399
898	46285	10348
899	46326	10294
900	46374	10242
901	46425	10190
902	46471	10138
903	46520	10086
904	46565	10033
905	46605	9979
906	46641	9924
907	46681	9870
908	46725	9818
909	46765	9764
910	46806	9710
911	46854	9658
912	46896	9605
913	46941	9552
914	46990	9500
915	47034	9448
916	47082	9395
917	47123	9342
918	47170	9290
919	47221	9238
920	47271	9187
921	47319	9135
922	47362	9082
923	47402	9029
924	47451	8977
925	47500	8925
926	47541	8872
927	47588	8820
928	47623	8766
929	47670	8713
930	47709	8660
931	47751	8607
932	47786	8553
933	47821	8499
934	47865	8446
935	47903	8393
936	47945	8340
937	47990	8288
938	48027	8234
939	48062	8180
940	48100	8127
941	48140	8074
942	48178	8021
943	48218	7968
944	48255	7914
945	48295	7862
946	48335	7809
947	48381	7757
948	48427	7705
949	48457	7651
950	48500	7598
951	48536	7545
952	48580	7493
953	48623	7441
954	48657	7387
955	48704	7336
956	48742	7283
957	48786	7231
958	48817	7177
959	48872	7127
960	48915	7075
961	48955	7022
962	48995	6970
963	49033	6917
964	49078	6865
965	49112	6812
966	49152	6760
967	49183	6706
968	49232	6655
969	49281	6604
970	49319	6552
971	49365	6500
972	49400	6447
973	49445	6396
974	49486	6344
975	49519	6291
976	49566	6240
977	49601	6187
978	49633	6134
979	49666	6081
980	49716	6030
981	49756	5978
982	49789	5926
983	49820	5873
984	49858	5821
985	49890	5768
986	49923	5715
987	49955	5662
988	49989	5610
989	50028	5558
990	50065	5506
991	50113	5455
992	50151	5404
993	50183	5351
994	50225	5300
995	50254	5247
996	50291	5195
997	50324	5143
998	50364	5091
999	50402	5040
1000	50443	4988
1001	50478	4937
1002	50513	4885
1003	50545	4833
1004	50580	4781
1005	50620	4729
1006	50652	4677
1007	50692	4626
1008	50734	4575
1009	50774	4524
1010	50813	4473
1011	50849	4421
1012	50886	4370
1013	50918	4318
1014	50953	4267
1015	50985	4215
1016	51021	4163
1017	51055	4112
1018	51091	4061
1019	51123	4009
1020	51155	3958
1021	51185	3906
1022	51223	3855
1023	51257	3804
1024	51292	3753
1025	51322	3701
1026	51362	3650
1027	51402	3600
1028	51431	3548
1029	51463	3497
1030	51497	3446
1031	51532	3395
1032	51567	3344
1033	51603	3293
1034	51637	3242
1035	51675	3192
1036	51718	3141
1037	51760	3091
1038	51788	3040
1039	51820	2989
1040	51853	2938
1041	51887	2888
1042	51920	2837
1043	51957	2786
1044	51991	2736
1045	52024	2685
1046	52055	2635
1047	52092	2584
1048	52128	2534
1049	52160	2483
1050	52192	2433
1051	52231	2383
1052	52265	2332
1053	52301	2282
1054	52334	2232
1055	52374	2182
1056	52412	2132
1057	52444	2081
1058	52481	2031
1059	52514	1981
1060	52541	1931
1061	52574	1881
1062	52606	1831
1063	52646	1781
1064	52688	1731
1065	52721	1681
1066	52755	1631
1067	52793	1581
1068	52828	1531
1069	52869	1482
1070	52904	1432
1071	52939	1382
1072	52968	1332
1073	52998	1283
1074	53032	1233
1075	53062	1183
1076	53096	1133
1077	53131	1084
1078	53164	1034
1079	53197	985
1080	53229	935
1081	53261	886
1082	53296	836
1083	53331	787
1084	53361	737
1085	53396	688
1086	53435	639
1087	53469	589
1088	53506	540
1089	53539	491
1090	53584	442
1091	53612	392
1092	53644	343
1093	53678	294
1094	53706	245
1095	53737	196
1096	53771	147
1097	53808	98
1098	53840	48
1099	53876	0
